Year,Month,Day,Time_UTC,Latitude,Longitude,Magnitude,Depth
2009,2,11,16:48:00,3.62,126.62,4.8,35
2009,2,11,20:09:36,3.67,126.61,4.2,35
2009,2,11,7:40:48,3.64,126.67,4.5,35
2009,2,11,6:14:24,3.73,126.79,5,35
2009,2,11,5:02:24,-5.39,151.8,4.3,42
2009,2,11,18:57:36,2.45,99.75,4,223
2009,2,11,5:16:48,3.97,126.55,4.6,35
2009,2,11,19:26:24,3.88,127,4.1,35
2009,2,11,17:31:12,3.83,126.46,4.7,11
2009,2,11,8:24:00,3.96,126.76,4.1,35
2009,2,11,11:16:48,3.96,126.96,4.2,35
2009,2,11,21:07:12,3.88,126.75,4.1,35
2009,2,11,0:14:24,3.89,126.59,4.5,40
2009,2,11,8:52:48,4.03,126.82,4.3,35
2009,2,11,2:52:48,3.77,126.51,4.5,21
2009,2,11,7:26:24,3.98,126.5,4.8,21
2009,2,11,5:45:36,3.79,126.61,4.9,35
2009,2,11,18:43:12,3.93,126.56,4.8,35
2009,2,11,12:00:00,3.89,126.65,4.4,35
2009,2,11,10:33:36,3.62,126.58,4.7,23
2009,2,11,12:14:24,3.65,126.6,4.6,35
2009,2,11,15:50:24,3.71,126.65,5.9,25
2009,2,11,23:16:48,3.82,126.94,5.1,35
2009,2,11,15:21:36,3.9,126.52,4.8,35
2009,2,11,19:55:12,3.72,126.63,4.3,35
2009,2,11,11:31:12,3.57,126.56,4.6,34
2009,2,11,16:33:36,3.76,126.66,4.9,35
2009,2,11,8:52:48,3.98,126.63,4.9,35
2009,2,11,23:16:48,3.86,126.75,4.6,35
2009,2,11,4:04:48,3.6,126.39,4.1,35
2009,2,11,1:12:00,3.83,126.35,4.3,35
2009,2,11,7:55:12,3.98,126.55,4.5,35
2009,2,11,4:19:12,3.83,126.7,4.5,35
2009,2,11,4:04:48,3.82,126.62,4.7,35
2009,2,11,0:28:48,-5.54,151.66,5.3,52
2009,2,11,17:16:48,44.08,147.79,4.9,45
2009,2,11,19:40:48,-5.28,151.89,4.5,35
2009,2,12,13:12:00,3.9,126.6,4.6,35
2009,2,12,0:28:48,3.93,126.58,5.5,35
2009,2,12,7:26:24,3.73,126.57,4.7,35
2009,2,12,14:24:00,3.74,126.27,4.6,38
2009,2,12,1:55:12,3.9,126.53,4.5,35
2009,2,12,8:52:48,3.69,126.55,4.2,35
2009,2,12,4:19:12,4.05,126.63,4.5,35
2009,2,12,15:21:36,3.92,126.56,4.4,35
2009,2,12,2:09:36,3.67,126.59,4.8,35
2009,2,12,9:50:24,3.77,126.39,4.4,35
2009,2,12,8:09:36,3.65,126.95,4.3,35
2009,2,12,5:16:48,4.04,126.8,5.6,16
2009,2,12,1:55:12,3.92,126.86,4.6,35
2009,2,12,14:52:48,4.01,126.63,5.3,42
2009,2,12,8:24:00,4.16,127,4.6,35
2009,2,12,9:36:00,3.6,126.56,4.5,35
2009,2,12,11:02:24,3.93,126.39,4.7,35
2009,2,12,20:24:00,4.03,126.76,5,35
2009,2,12,7:55:12,4.08,126.88,4.8,35
2009,2,12,22:04:48,3.93,126.81,4.9,25
2009,2,12,11:02:24,3.81,126.57,5.1,35
2009,2,12,0:57:36,3.59,126.65,5.1,35
2009,2,12,23:16:48,3.77,126.29,4.4,36
2009,2,12,17:31:12,3.79,126.67,4.9,36
2009,2,12,15:50:24,3.95,126.41,6,26
2009,2,12,5:31:12,-20.58,-177.82,4.5,501
2009,2,12,14:38:24,3.75,126.5,5.2,35
2009,2,12,5:31:12,3.63,126.54,4.8,35
2009,2,12,4:04:48,4.01,126.57,5.3,35
2009,2,12,21:21:36,3.84,126.77,4.7,35
2009,2,12,21:21:36,3.62,126.67,4.8,14
2009,2,12,5:45:36,4.12,126.73,5,35
2009,2,12,4:19:12,3.77,126.39,4.6,35
2009,2,12,19:55:12,3.92,126.51,4.6,35
2009,2,12,23:16:48,4.14,126.88,5,35
2009,2,12,22:33:36,3.91,126.74,4.6,35
2009,2,12,17:45:36,3.9,126.72,4.8,35
2009,2,12,7:40:48,3.93,126.61,4.3,35
2009,2,12,20:09:36,4.02,126.66,5.2,35
2009,2,12,20:24:00,3.91,126.45,4.8,35
2009,2,12,19:55:12,3.71,126.79,5.6,35
2009,2,12,4:33:36,3.92,126.53,4.7,35
2009,2,12,6:43:12,3.9,126.53,4.6,35
2009,2,12,6:00:00,3.92,126.77,4.6,35
2009,2,12,6:14:24,3.97,126.72,6,35
2009,2,12,8:09:36,4.01,126.51,5,35
2009,2,12,12:43:12,3.71,126.16,4.7,35
2009,2,12,9:07:12,3.83,126.51,4.7,35
2009,2,12,13:55:12,3.97,126.37,4.6,35
2009,2,12,15:07:12,3.54,126.51,4.6,35
2009,2,12,17:45:36,3.93,126.68,4.6,35
2009,2,12,21:21:36,4.07,126.67,4.4,35
2009,2,12,23:45:36,4.01,126.63,4.3,35
2009,2,12,0:43:12,3.65,126.67,4.5,35
2009,2,12,22:19:12,-0.81,127.67,4.4,35
2009,2,12,17:45:36,3.77,126.45,4.7,35
2009,2,12,1:26:24,3.96,126.64,4.3,35
2009,2,12,2:09:36,-0.77,133.95,4.1,10
2009,2,12,14:09:36,3.99,126.68,5.1,35
2009,2,12,21:36:00,3.82,126.63,4.2,35
2009,2,12,9:36:00,3.95,126.75,4.6,35
2009,2,12,14:24:00,4.24,127.16,4.5,35
2009,2,12,7:40:48,3.93,126.49,4,35
2009,2,12,0:57:36,3.8,126.63,4.8,35
2009,2,12,16:33:36,3.57,126.75,4.4,35
2009,2,12,18:43:12,30.78,142.09,4.4,10
2009,2,12,15:07:12,4.11,126.78,4.5,35
2009,2,12,8:38:24,4,126.5,4.5,35
2009,2,12,6:43:12,4.03,126.55,6.3,27
2009,2,12,0:43:12,45.53,150.66,5.2,59
2009,2,12,0:00:00,3.99,127.15,5,35
2009,2,12,3:21:36,4.03,126.74,5,35
2009,2,12,10:48:00,12.15,143.77,5.3,40
2009,2,12,13:55:12,3.84,126.58,4.8,40
2009,2,12,17:02:24,51.28,-170.71,4.2,25
2009,2,12,21:07:12,4.08,126.72,4.8,35
2009,2,12,1:12:00,3.93,126.36,4.4,35
2009,2,12,21:07:12,4,126.57,5,35
2009,2,12,21:07:12,3.69,126.51,5.3,35
2009,2,12,10:48:00,3.4,126.22,4.7,35
2009,2,12,22:33:36,3.63,126.59,4.4,35
2009,2,12,5:02:24,3.61,126.54,4.7,35
2009,2,12,18:57:36,3.97,126.66,4.8,35
2009,2,12,15:50:24,3.94,126.52,4.8,35
2009,2,12,17:16:48,3.99,126.48,4.5,35
2009,2,12,1:12:00,3.69,126.5,4.7,35
2009,2,12,10:48:00,3.75,127.04,4.6,35
2009,2,12,21:36:00,4.02,126.76,4.9,35
2009,2,12,19:12:00,3.93,126.47,5,35
2009,2,12,8:38:24,4.03,126.65,5.1,14
2009,2,12,10:33:36,3.6,126.75,4.8,35
2009,2,12,4:04:48,-7,129.64,4.7,90
2009,2,12,18:14:24,4.12,126.92,4.6,35
2009,2,12,5:45:36,4.02,126.57,4.5,35
2009,2,12,7:26:24,3.98,126.48,5.7,43
2009,2,12,4:04:48,3.19,126.97,4.7,35
2009,2,12,11:16:48,3.99,126.66,4.7,35
2009,2,12,15:50:24,-0.77,127.79,4.9,31
2009,2,12,7:12:00,3.98,126.49,4.5,35
2009,2,12,4:19:12,-31.23,-178.11,5.8,23
2009,2,12,6:43:12,-30.99,-177.8,4.9,35
2009,2,12,3:07:12,-8.24,121.37,5.4,221
2009,2,12,23:02:24,3.77,126.66,4.5,35
2009,2,12,16:19:12,3.99,126.66,4.2,35
2009,2,12,21:50:24,3.71,126.48,4.3,35
2009,2,12,20:24:00,3.9,126.76,4.7,35
2009,2,12,10:19:12,-32.64,-178.76,4.8,35
2009,2,13,17:02:24,3.85,126.74,4.2,35
2009,2,13,8:38:24,3.69,126.6,4.7,35
2009,2,13,22:33:36,3.88,126.75,4.3,35
2009,2,13,17:02:24,3.97,126.6,4.9,35
2009,2,13,5:45:36,3.99,126.53,4.3,35
2009,2,13,15:50:24,3.87,126.86,4.2,35
2009,2,13,7:55:12,3.96,126.55,4.5,35
2009,2,13,23:16:48,3.91,126.47,4.5,35
2009,2,13,6:14:24,3.68,126.6,4,35
2009,2,13,8:24:00,3.92,126.67,4.9,35
2009,2,13,21:36:00,13.03,-88.83,4.1,50
2009,2,13,6:00:00,3.58,126.57,4.3,35
2009,2,13,14:52:48,4.03,126.71,4.2,35
2009,2,13,0:28:48,-30.71,-178.2,5.3,58
2009,2,13,7:12:00,3.74,126.73,5.3,35
2009,2,13,2:38:24,3.85,126.29,4.2,35
2009,2,13,2:52:48,-13.22,167.2,4.4,241
2009,2,13,8:38:24,3.95,126.56,4.4,35
2009,2,13,15:21:36,3.75,126.61,5,35
2009,2,13,21:21:36,3.82,126.92,4.6,35
2009,2,13,22:04:48,3.93,126.59,4.6,35
2009,2,13,21:07:12,19.63,-66.3,4.5,35
2009,2,13,12:43:12,3.95,126.68,4.9,35
2009,2,13,23:45:36,19.47,-66.36,4.8,6
2009,2,13,5:31:12,3.97,126.45,4.3,35
2009,2,13,9:50:24,-0.48,133.17,4.2,35
2009,2,13,23:45:36,3.56,126.87,4.5,35
2009,2,13,12:14:24,3.89,126.59,4.3,35
2009,2,13,17:16:48,3.78,127.09,4.8,35
2009,2,13,11:16:48,3.84,126.02,4.3,35
2009,2,13,0:00:00,3.45,126.77,4.1,35
2009,2,13,6:57:36,3.8,126.66,4.4,27
2009,2,13,5:31:12,3.95,126.9,4,35
2009,2,13,5:02:24,3.61,126.35,4.3,35
2009,2,13,14:38:24,3.99,126.61,5,35
2009,2,13,13:26:24,3.57,126.46,4.8,35
2009,2,13,11:31:12,4.13,126.86,4.6,35
2009,2,13,3:50:24,-9.75,159.82,4.3,42
2009,2,13,6:14:24,-23.09,-70.61,4.8,25
2009,2,13,14:38:24,3.51,126.38,4.3,35
2009,2,13,22:33:36,3.65,126.62,5.2,35
2009,2,13,23:02:24,4.12,126.7,4.3,35
2009,2,13,5:31:12,3.84,126.2,4.4,35
2009,2,13,0:57:36,3.77,126.55,4.6,35
2009,2,13,12:00:00,4.09,126.68,4.2,35
2009,2,13,22:48:00,4.06,126.82,4.3,35
2009,2,13,23:16:48,3.64,126.44,4.4,35
2009,2,13,20:24:00,3.81,126.71,4.4,35
2009,2,13,18:57:36,3.97,126.4,4.7,35
2009,2,13,11:45:36,3.7,126.9,4.7,35
2009,2,13,23:02:24,3.64,126.64,4.8,35
2009,2,13,13:26:24,3.97,126.82,5,35
2009,2,13,7:55:12,3.75,126.57,4.9,35
2009,2,13,0:14:24,3.75,126.68,5.6,35
2009,2,13,4:04:48,-8.52,-73.99,5.2,157
2009,2,13,15:07:12,-27.61,-174.78,4.5,10
2009,2,13,3:50:24,3.62,126.15,4.8,35
2009,2,13,8:38:24,1.96,96.67,4.9,35
2009,2,13,10:04:48,3.81,126.56,4.7,35
2009,2,13,11:02:24,9.87,125.88,4.1,10
2009,2,13,8:09:36,4.14,126.77,5,35
2009,2,13,0:00:00,-12.33,-77.33,4.1,36
2009,2,13,6:28:48,3.64,126.84,5.3,35
2009,2,13,12:00:00,4.03,126.82,4.6,35
2009,2,13,9:21:36,3.8,127.23,4.8,35
2009,2,13,3:07:12,3.5,126.91,4.7,35
2009,2,13,2:24:00,3.79,127,4.7,35
2009,2,13,14:38:24,3.78,126.46,5.4,32
2009,2,13,5:16:48,3.75,127.08,4.4,35
2009,2,13,0:00:00,16.46,-99.64,4.2,19
2009,2,13,10:48:00,46.75,84.5,5,10
2009,2,14,3:50:24,-49.79,125.71,4.3,10
2009,2,14,18:28:48,3.92,126.74,4.6,35
2009,2,14,19:40:48,4.06,126.67,4.7,24
2009,2,14,12:14:24,3.92,126.74,4.3,35
2009,2,14,11:02:24,-21.51,170.42,5.2,120
2009,2,14,4:19:12,23.98,122.44,4.1,39
2009,2,14,8:38:24,3.86,127.11,4.4,35
2009,2,14,3:50:24,-10.6,165.95,4.4,35
2009,2,14,3:50:24,-5.86,-80.75,4.6,56
2009,2,14,11:02:24,4.18,126.75,5,35
2009,2,14,10:48:00,3.76,127.29,4.2,35
2009,2,14,18:14:24,-2.37,140.36,4.1,35
2009,2,14,10:04:48,3.78,127.28,4.2,35
2009,2,14,4:33:36,4.1,127,4.3,35
2009,2,14,10:48:00,3.71,126.61,4.8,35
2009,2,14,20:52:48,18.67,-68.92,5,121
2009,2,14,11:16:48,4.06,126.78,4.6,35
2009,2,14,20:52:48,-15.72,167.46,5,120
2009,2,14,21:50:24,3.79,126.92,4.7,35
2009,2,14,11:02:24,12.87,-88.83,4.6,52
2009,2,14,12:57:36,36.28,142.59,4.4,35
2009,2,14,7:40:48,3.96,127.02,4.5,35
2009,2,14,10:04:48,3.67,126.74,4.3,35
2009,2,14,10:33:36,-4.3,138.66,4.3,46
2009,2,14,21:50:24,-16.31,-69.56,4.3,194
2009,2,14,3:36:00,4.01,126.82,4.4,35
2009,2,14,6:00:00,-5.42,151.72,5.4,48
2009,2,14,11:31:12,-4.39,152.82,4.9,76
2009,2,14,19:55:12,-5.93,129.97,4.9,35
2009,2,14,17:45:36,1.77,97.1,4.7,40
2009,2,14,5:16:48,3.65,126.99,4.5,35
2009,2,14,14:38:24,-7.98,68.21,4.4,10
2009,2,14,10:19:12,-11.23,123.45,4.6,10
2009,2,14,20:09:36,-36.4,177.11,4.4,262
2009,2,15,5:45:36,3.8,127.07,4.8,35
2009,2,15,18:43:12,3.81,127.04,4.6,35
2009,2,15,4:19:12,-16.62,-173.15,4.9,12
2009,2,15,6:14:24,-62.15,-56.36,4.9,10
2009,2,15,23:45:36,-62.14,-56.12,4.8,10
2009,2,15,5:02:24,3.2,126.57,4.4,35
2009,2,15,20:09:36,3.89,126.4,4.5,35
2009,2,15,18:28:48,1.72,97.06,4.9,38
2009,2,15,22:04:48,3.6,126.58,4.4,35
2009,2,15,5:31:12,3.97,126.71,5.1,24
2009,2,15,13:12:00,-20.9,-178.45,4.6,581
2009,2,15,19:12:00,-0.3,132.47,5.1,35
2009,2,15,18:00:00,-4.05,34.88,4.5,10
2009,2,15,13:12:00,3.78,126.93,4.8,35
2009,2,15,11:16:48,-8.27,68.14,4.6,10
2009,2,15,16:48:00,40.24,142.24,5.7,33
2009,2,15,7:26:24,-5.85,-80.89,6.1,21
2009,2,15,6:14:24,-11.17,111.08,4,10
2009,2,15,2:09:36,12.77,-88.23,4.2,15
2009,2,15,23:45:36,4.03,126.62,5,35
2009,2,15,12:57:36,-25.71,69.68,4.7,10
2009,2,15,19:26:24,-36.37,-96.62,5,10
2009,2,15,2:09:36,61.6,-146.33,4.5,37
2009,2,15,17:31:12,-20.83,173.68,5.2,26
2009,2,15,11:16:48,-33.01,-179.2,4.8,41
2009,2,15,0:00:00,31.07,57.07,4.9,17
2009,2,15,0:00:00,16.64,-100.61,4.5,5
2009,2,15,20:24:00,-20.19,66.36,4.8,10
2009,2,15,16:33:36,-4.02,34.97,4.5,10
2009,2,16,0:57:36,-3.66,149.61,5.1,10
2009,2,16,18:28:48,-3.59,149.76,4.6,10
2009,2,16,5:16:48,-15.18,-173.51,4.8,35
2009,2,16,5:31:12,49.29,-129,4.2,10
2009,2,16,0:00:00,16.61,-94.72,4.7,98
2009,2,16,0:00:00,-29.13,-69.81,5.4,75
2009,2,16,13:26:24,4.08,126.75,4.9,35
2009,2,16,0:28:48,-6.9,155.31,5.1,81
2009,2,16,23:02:24,-6.85,155.3,5,91
2009,2,16,4:33:36,54.78,161.73,4.9,47
2009,2,16,16:33:36,-1.26,127.73,4.9,35
2009,2,16,23:31:12,-3.95,34.84,5,10
2009,2,16,11:31:12,3.64,126.59,4.2,35
2009,2,16,4:19:12,3.86,126.57,4.1,35
2009,2,16,8:52:48,-60.37,-26.92,4.8,35
2009,2,16,21:21:36,-3.5,135.43,4.1,35
2009,2,16,3:50:24,60.85,165.69,4.6,36
2009,2,16,16:48:00,3.46,126.8,4.9,35
2009,2,16,20:24:00,-8.58,157.65,5,35
2009,2,16,13:26:24,4.14,126.81,4.7,35
2009,2,16,21:36:00,35.14,140,4.5,17
2009,2,16,20:09:36,55.86,-157.64,4.2,47
2009,2,16,20:52:48,-37.25,176.87,4.1,241
2009,2,16,0:00:00,3.68,126.56,4.1,35
2009,2,16,6:00:00,3.44,126.4,4,35
2009,2,16,15:07:12,3.65,126.96,4.6,35
2009,2,16,0:57:36,38.78,75.62,4.8,53
2009,2,16,12:00:00,37.13,20.78,5.5,15
2009,2,16,9:36:00,-34.86,-179.71,4.8,39
2009,2,17,18:43:12,37.53,141.25,4.9,53
2009,2,17,4:04:48,5.31,125.33,4.4,35
2009,2,17,7:55:12,-30.72,-178.62,6,13
2009,2,17,3:36:00,-37.63,178.47,4.2,57
2009,2,17,1:26:24,39.85,75.63,4.5,59
2009,2,17,16:04:48,3.75,126.67,4.5,35
2009,2,17,0:00:00,39.11,29.04,5.2,7
2009,2,17,21:07:12,-7.56,127.76,5,147
2009,2,17,21:36:00,2.3,128.22,5,114
2009,2,17,12:43:12,3.62,126.57,4.8,35
2009,2,17,2:52:48,-5.66,145.7,4.6,103
2009,2,17,12:43:12,-6.91,155.34,4.5,91
2009,2,17,23:02:24,-30.45,-65.28,4.9,180
2009,2,17,7:40:48,3.9,126.57,4.6,35
2009,2,17,22:19:12,36.62,71.1,4.6,223
2009,2,17,20:38:24,64.24,-40.06,4.3,10
2009,2,17,11:16:48,3.82,126.57,4.6,28
2009,2,17,18:14:24,34.51,23.75,4.1,32
2009,2,17,5:02:24,-57.85,-24.55,4.4,35
2009,2,17,8:52:48,-18.85,168.85,5,98
2009,2,17,0:14:24,-31.52,-71.49,4.4,47
2009,2,17,0:00:00,10.91,91.77,4.2,35
2009,2,17,6:00:00,35.6,136.26,4.9,18
2009,2,17,3:36:00,17.64,145.04,5,35
2009,2,17,4:04:48,-2.89,139.35,4.2,35
2009,2,17,21:36:00,3.73,126.72,4.4,29
2009,2,18,19:55:12,-52.96,20.89,5.1,10
2009,2,18,8:52:48,-52.98,20.98,4.6,10
2009,2,18,13:55:12,-52.99,20.95,5,10
2009,2,18,21:50:24,-52.98,20.96,4.5,10
2009,2,18,13:26:24,-52.93,21.21,4.2,10
2009,2,18,21:36:00,-35.79,-72.43,4.2,58
2009,2,18,10:04:48,-52.94,20.85,4.4,10
2009,2,18,20:52:48,25.55,142.52,4.5,49
2009,2,18,11:31:12,-53,20.76,4.5,10
2009,2,18,22:19:12,-8.54,157.65,4.6,36
2009,2,18,17:31:12,-8.47,157.51,4.4,52
2009,2,18,15:36:00,36.64,71.25,4.3,93
2009,2,18,2:38:24,3.69,126.81,4.8,35
2009,2,18,8:09:36,-52.97,20.91,5.9,10
2009,2,18,3:36:00,-53.04,20.89,4.4,10
2009,2,18,18:28:48,-61.71,154.75,5.6,10
2009,2,18,12:28:48,-29.04,-71.69,4.1,51
2009,2,18,10:19:12,3.95,126.93,4.5,35
2009,2,18,4:48:00,1.1,67.24,4.5,10
2009,2,18,9:50:24,3.75,126.53,4.6,35
2009,2,18,2:09:36,4,126.29,4.7,35
2009,2,18,19:12:00,-52.94,20.82,4.6,10
2009,2,18,11:16:48,16.95,-94.38,4.9,114
2009,2,18,5:31:12,23.3,125.05,4.1,35
2009,2,18,7:12:00,15.61,-96.09,4,5
2009,2,18,17:31:12,56.01,-162.5,4.9,165
2009,2,18,4:19:12,3.72,126.56,4.5,35
2009,2,18,15:36:00,30.67,83.86,5.1,35
2009,2,18,18:43:12,-27.57,-178.99,4.6,370
2009,2,18,0:57:36,3.67,126.55,5.2,35
2009,2,18,0:14:24,3.84,126.64,5.2,35
2009,2,18,0:57:36,3.62,127.07,4.6,35
2009,2,18,17:16:48,-61.58,154.18,4.6,10
2009,2,18,10:04:48,3.86,126.89,4.6,35
2009,2,18,10:04:48,3.58,126.54,4.5,35
2009,2,18,15:21:36,3.74,126.48,4.4,35
2009,2,18,23:31:12,-26.95,-71.11,4.5,26
2009,2,18,3:50:24,-27.42,-176.33,7,25
2009,2,18,0:14:24,-57.91,-25.49,4.2,35
2009,2,19,8:38:24,-14.35,66.14,5.4,10
2009,2,19,7:55:12,-52.97,21.05,4.4,10
2009,2,19,1:40:48,-2.8,-77.7,4.8,10
2009,2,19,10:04:48,-7.39,120.64,5.2,586
2009,2,19,23:02:24,-33.65,-14.57,4.7,10
2009,2,19,15:07:12,3.48,126.23,4.4,35
2009,2,19,11:16:48,0.12,97.1,4.1,35
2009,2,19,0:57:36,-35.02,178.14,4,222
2009,2,19,11:31:12,17.55,145.2,4.8,10
2009,2,19,12:57:36,40.42,143.72,4.8,9
2009,2,19,18:57:36,52.1,175.88,4.6,61
2009,2,19,12:00:00,-20.51,-177.85,4.6,513
2009,2,19,2:52:48,3.83,126.95,4.3,35
2009,2,20,13:40:48,-40.29,175.98,4.3,71
2009,2,20,7:12:00,17.41,-94.72,4.5,135
2009,2,20,22:19:12,-18.36,-178.75,5.6,515
2009,2,20,19:40:48,-27.38,-176.39,4.4,48
2009,2,20,12:28:48,34.2,73.9,5.5,12
2009,2,20,8:38:24,-7.17,146.21,4.4,169
2009,2,20,18:14:24,32.25,104.84,4.2,10
2009,2,20,13:12:00,3.7,126.6,4.5,35
2009,2,20,15:21:36,3.69,126.72,4.2,35
2009,2,20,22:33:36,-19.7,-68.98,4.3,109
2009,2,20,0:14:24,-21.5,-66.62,4.5,203
2009,2,20,4:19:12,35.9,140.18,4.1,69
2009,2,20,3:36:00,40.66,78.69,5.3,17
2009,2,20,8:38:24,-3.62,149.87,4.6,10
2009,2,20,18:14:24,-3.57,149.75,4.9,10
2009,2,20,11:45:36,-3.63,149.84,4.8,10
2009,2,20,14:38:24,-3.58,149.91,4.6,10
2009,2,20,18:14:24,40.8,78.83,4.9,35
2009,2,20,6:28:48,3.44,126.81,4.3,35
2009,2,20,15:50:24,51.58,-178.55,4.5,38
2009,2,20,23:02:24,3.92,126.97,4.4,35
2009,2,20,0:57:36,-22.75,69.72,4.4,10
2009,2,21,0:57:36,28.88,130.86,5.5,24
2009,2,21,21:50:24,77.06,18.46,4.6,10
2009,2,21,14:52:48,11.26,-86.66,4.5,81
2009,2,21,0:28:48,41.18,142.04,4.1,72
2009,2,21,19:40:48,1.31,127.1,4.3,35
2009,2,21,11:31:12,-58.92,-27.94,4.7,312
2009,2,21,19:55:12,13.5,-88.43,4.7,198
2009,2,21,19:55:12,5.87,126.92,4.7,115
2009,2,21,13:26:24,31.54,137.9,4.3,393
2009,2,21,6:00:00,-0.4,132.67,5.5,45
2009,2,21,10:33:36,-12.36,166.33,4.7,10
2009,2,21,12:00:00,-25.89,-175.95,5,28
2009,2,21,0:00:00,-32.78,-70.27,4.6,112
2009,2,21,14:09:36,3.59,126.61,4.9,35
2009,2,21,6:14:24,55.28,-35.35,4.6,10
2009,2,21,19:26:24,17.38,-46.4,4.6,10
2009,2,21,15:07:12,55.47,-35.12,5.1,10
2009,2,21,21:07:12,55.37,-35.06,4.7,10
2009,2,21,21:36:00,55.44,-35.03,4.7,10
2009,2,21,8:24:00,55.45,-35.07,5.4,10
2009,2,21,9:36:00,13.64,-93.15,4.6,3
2009,2,21,13:12:00,-2.7,-78.2,5,35
2009,2,22,18:57:36,54.56,162.09,4.8,47
2009,2,22,10:04:48,4.12,126.69,4.3,35
2009,2,22,13:26:24,3.85,126.73,5.2,35
2009,2,22,19:26:24,-42.07,85.35,4.9,10
2009,2,22,7:55:12,44.24,-128.89,4.3,10
2009,2,22,7:40:48,-15.72,-178.38,4.6,442
2009,2,22,2:24:00,3.69,126.83,4.9,35
2009,2,22,0:14:24,48.9,158.05,5.1,12
2009,2,22,3:21:36,5.74,124.96,4.6,83
2009,2,22,9:07:12,4.14,127.03,4.3,35
2009,2,22,15:36:00,-0.53,133.09,5,35
2009,2,22,1:40:48,-21.61,-175.73,4.8,35
2009,2,22,18:28:48,24.33,127.1,5,15
2009,2,22,15:50:24,41.75,144.02,5.4,33
2009,2,22,18:14:24,3.7,126.68,4.6,28
2009,2,22,9:36:00,3.68,126.56,6,32
2009,2,22,10:48:00,85.11,8.96,4.6,10
2009,2,22,23:31:12,52.64,-178.89,4.5,245
2009,2,22,15:07:12,28.09,55.47,4.5,22
2009,2,22,18:14:24,3.45,126.59,4.5,35
2009,2,22,0:00:00,3.67,126.72,4.6,69
2009,2,22,5:45:36,45.96,150.45,4.7,121
2009,2,22,20:38:24,-37.43,176.56,4.3,235
2009,2,23,4:04:48,58.92,-153.63,5,87
2009,2,23,18:14:24,-36.84,-95.69,4.8,10
2009,2,23,2:24:00,3.84,126.34,4.6,35
2009,2,23,14:52:48,7.07,-104.37,4.6,10
2009,2,23,1:55:12,-41.65,-88.47,5.1,10
2009,2,23,8:24:00,3.99,126.7,4.9,35
2009,2,23,2:38:24,3.79,126.79,4.6,35
2009,2,23,16:19:12,0.48,98.55,5.4,35
2009,2,23,4:19:12,-7.3,128.78,4.8,117
2009,2,23,0:14:24,-39.77,174.6,4.1,24
2009,2,23,21:07:12,11.48,141.69,4.3,45
2009,2,23,23:16:48,3.73,126.59,4.6,35
2009,2,23,15:36:00,-0.42,132.78,4.6,35
2009,2,23,20:38:24,27.58,55.37,5.1,10
2009,2,23,11:16:48,21.53,120.83,4.3,40
2009,2,23,23:31:12,-0.72,133.22,5.2,35
2009,2,23,7:40:48,53.21,-165.67,4.2,41
2009,2,23,18:28:48,3.66,126.64,5.3,35
2009,2,23,18:14:24,3.74,-77.89,4.7,25
2009,2,23,7:55:12,-18.85,-175.09,4.9,175
2009,2,23,17:45:36,-0.23,120.24,4.3,35
2009,2,24,10:04:48,-0.25,-18.32,5.2,10
2009,2,24,15:07:12,-27.05,75.14,5.1,10
2009,2,24,7:12:00,14.96,-93.19,4.5,60
2009,2,24,14:38:24,53.06,173.31,4,35
2009,2,24,6:00:00,-17.8,-178.67,4.4,609
2009,2,24,14:24:00,34.37,25.13,4.2,42
2009,2,24,23:45:36,13.71,146.37,4.3,10
2009,2,24,8:09:36,4.11,126.95,4.3,35
2009,2,24,8:52:48,13.79,146.3,5.9,9
2009,2,24,4:04:48,-38.73,175.14,4.1,244
2009,2,24,19:40:48,8.19,-103.77,4.4,10
2009,2,24,11:16:48,8.18,-103.78,5.2,10
2009,2,24,14:24:00,30.1,-114.35,4.6,4
2009,2,24,6:43:12,30.01,-114.22,4,10
2009,2,24,5:02:24,8.35,-103.48,4.4,10
2009,2,24,16:33:36,3.68,126.58,4.8,35
2009,2,24,0:57:36,-31.04,-176.96,4.8,35
2009,2,24,2:24:00,3.66,126.6,4.8,35
2009,2,24,18:14:24,80.1,-1.83,4.5,10
2009,2,24,22:33:36,-5.43,152.45,4.7,35
2009,2,24,17:16:48,-4.97,102.95,4.5,35
2009,2,24,11:16:48,-5.45,151.83,4.4,35
2009,2,24,15:07:12,-1.74,120.54,5.1,35
2009,2,24,23:31:12,-56.02,-28.1,4.9,165
2009,2,24,13:26:24,1.42,97.17,5.6,23
2009,2,24,19:55:12,-23.18,170.56,5.7,32
2009,2,24,12:57:36,-23.21,170.57,4.5,35
2009,2,24,17:02:24,31.86,104.44,4.6,40
2009,2,24,7:12:00,-23.23,170.42,4.5,24
2009,2,24,14:52:48,62.88,-143.8,4,5
2009,2,24,2:52:48,25.84,94.67,4.8,33
2009,2,24,18:57:36,-27,-176.4,5,10
2009,2,24,6:57:36,-13.18,167.24,5.2,219
2009,2,24,10:04:48,-22.95,170.96,4.5,37
2009,2,24,21:50:24,51.14,-169.3,4,42
2009,2,24,8:38:24,-59.13,-60.42,4.7,10
2009,2,25,12:57:36,-6.83,156.14,4.2,200
2009,2,25,5:31:12,4.29,127.16,4.3,35
2009,2,25,12:14:24,2.85,127.12,4.3,35
